position,randomise,channel_id,channel_title,video_id,url,published_at,published_at_sql,year,month,day,video_title,video_description,tags,video_category_label,duration_sec,definition,caption,default_language,default_l_audio_language,thumbnail_maxres,licensed_content,location_description,view_count,like_count,favorite_count,comment_count,controversy,clicks,body_politics,eff_lead,business,health,society,television_program,entertainment,lifestyle_(sociology),hobby,humour,politics,no_topics
112,409,UCI3RT5PGmdi1KVp9FG_CneA,eNCA,iPUAl1jywdU,https://www.youtube.com/watch?v=iPUAl1jywdU,2020-09-14T16:16:44Z,2020-09-14 16:16:44,2020,9,14,Local haircare businesses want support,Local hair product manufacturers want government and retailers to support them to get and keep their merchandise on shelves. The call comes after outrage at Clicks for promoting a racially offensive TRESemmé ad. The retailer says it will now use that shelf space for local brands. Aviwe Mtila is following this story. #DStv403,NA,News & Politics,177,hd,FALSE,en,en,https://i.ytimg.com/vi/iPUAl1jywdU/maxresdefault.jpg,1,NA,939,12,0,NA,yes,yes,yes,no,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50,702,UCI3RT5PGmdi1KVp9FG_CneA,eNCA,YUmIAd_O0U4,https://www.youtube.com/watch?v=YUmIAd_O0U4,2020-09-11T05:34:52Z,2020-09-11 5:34:52,2020,9,11,Clicks has committed to spend more money with small businesses,"Clicks has committed to spend more money with small businesses, and support local beauty and hair brands. The beleaguered retailer met with Small Business Development Minister, Khumbudzo Ntshavheni after the offensive advert uproar. Earlier this week, the minister rejected Clicks' apology. Courtesy #DStv403",NA,News & Politics,315,hd,FALSE,en,en,https://i.ytimg.com/vi/YUmIAd_O0U4/maxresdefault.jpg,1,NA,910,7,0,NA,yes,yes,yes,no,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
149,313,UCMwDXpWEVQVw4ZF7z-E4NoA,StellenboschNews Com,v8XfpOij7BI,https://www.youtube.com/watch?v=v8XfpOij7BI,2020-09-10T11:59:51Z,2020-09-10 11:59:51,2020,9,10,EFF protest outside Eikestad Mall's Clicks on 10 September,The EFF has continued its protest against Clicks' hair advertisement that they deemed to be racist. This Clicks is in Stellenbosch's Eikestad Mall. Video: Supplied.,NA,People & Blogs,20,sd,FALSE,NA,NA,NA,NA,NA,212,1,0,0,yes,yes,yes,yes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
167,384,UCsqKkYLOaJ9oBwq9rxFyZMw,SOUTH AFRICAN POLITICS,lnLdo2k419s,https://www.youtube.com/watch?v=lnLdo2k419s,2020-09-07T11:08:43Z,2020-09-07 11:08:43,2020,9,7,Julius Malema Locking Clicks Store Must Watch,"Please Like & Subscribe Copyright Disclaimer under section 107 of the Copyright Act of 1976, allowance is made for “fair use” for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a use permitted by copyright statute that might otherwise be infringing."" #The #Juice #SA",the juice sa,Entertainment,55,hd,FALSE,NA,en-GB,NA,NA,NA,278,0,0,0,yes,yes,yes,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
195,606,UC5G5Dy8-mmp27jo6Frht7iQ,Umgosi Entertainment,XN6tocaht3E,https://www.youtube.com/watch?v=XN6tocaht3E,2020-09-08T12:45:36Z,2020-09-08 12:45:36,2020,9,8,SOMIZI RESPONDS TO CLICKSYOU MIGHT DISAGREE WITH HIM AFTER THIS|CLICKS MUST FALL |TRENDINGSA,"SOMIZI RESPONDS TO CLICKSYOU MIGHT DISAGREE WITH HIM AFTER THIS|CLICKS MUST FALL |TRENDINGSA #clicksmustfall #somizi #celebrity #clickshairadverts Hey sweeties I hope you well, thank you so much for taking your time to watch my video. Please don’t forget to support me by subscribing, liking and sharing this video, Please comment down below the type of videos you also wanna see on this channel ❤️ Instagram: ladylondie Facebook page: keeping up with Queen Email : Londeka502@gmail.com FAQ -I’m 23 years old -I use my iPhone 7 to film -I use iMovie and filmora to edit -I use thumbnail app for my thumbnail",NA,People & Blogs,274,sd,FALSE,NA,NA,NA,1,South Africa,222,11,0,0,yes,yes,yes,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
213,423,UCC1udUghY9dloGMuvZzZEzA,The Tea World,rh2Nz78quqQ,https://www.youtube.com/watch?v=rh2Nz78quqQ,2020-09-09T15:03:43Z,2020-09-09 15:03:43,2020,9,9,Did Somizi Mhlongo Sides With Clicks?,"#Somizi #Clicks Did Somizi Mhlongo Sides With Clicks? ================================================== Connect with The Tea World On Instagram: theteaworld11 Facebook Page: S4N Twitter: TheTeaWorld11 Email: theteaworld1@gmail.com Dont forget to Like, Share and Subscribe I love you so much.",news;breaking news;trending news;ndivhu t;south african;entertainment;somizi mhlongo,Entertainment,99,hd,FALSE,NA,en-GB,https://i.ytimg.com/vi/rh2Nz78quqQ/maxresdefault.jpg,1,NA,2714,71,0,19,yes,yes,yes,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
145,452,UCaCcVtl9O3h5en4m-_edhZg,Celeb LaLa Land,1l5GZ0NhVzs,https://www.youtube.com/watch?v=1l5GZ0NhVzs,2020-09-08T18:43:58Z,2020-09-08 18:43:58,2020,9,8,Somizi Mhlongo’s “Take on” Clicks Hair Advert,#SomiziMhlongo #Clicks #ClicksHairAd,NA,People & Blogs,223,hd,FALSE,NA,NA,NA,NA,NA,519,11,0,2,yes,yes,yes,no,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
315,276,UCAurTjb6Ewz21vjfTs1wZxw,NOSIPHO NZAMA,j4Y022COutw,https://www.youtube.com/watch?v=j4Y022COutw,2021-06-22T10:18:51Z,2021-06-22 10:18:51,2021,6,22,MUTUBA SEED OIL BENEFITS | SAMBOTI HERBAL OIL PRICE AT CLICKS | +27838962951,"#mutubaseedoilbenefits #mutubaseedoilreview #mutubaseedoilprice #sambotiherbaloilpricesouthafrica #sambotiherbaloil https://bestherbalisthealer.co.za/mutuba-seed-oil-benefits/ mutuba seed oil benefits | mutuba seed oil review | mutuba seed oil price | what is mutuba seed oil | samboti herbal oil price south africa | samboti herbal oil price at clicks | how to use samboti herbal oil | samboti herbal oil prices | samboti herbal oil reviews | samboti herbal oil benefits | where to buy samboti herbal oil | samboti oil. The AMAZING Thing! You Can Henceforth Give Your Woman Addictive Sexual Pleasure And Confidently Feel Ten Times ‘Manlier’ Without Any Potential Side Effects Starting From TONIGHT! Contains a variety of essential oils, the infiltration can effectively adjust the mechanism of the men, so that men restore the normal mechanism. Men’s penis, impotence, premature ejaculation, sexual dysfunction, low libido, slow growth itself leads to poor development of the penis, weak erection, ejaculation, weak intensity have good regulation. MUTUBA SEED OIL BENEFITS | FAST ACTING MALE ENHANCEMENT PILLS | MALE PILLS Penis enlargement by the mutuba seed penis enlarger has helped men all over the world to enlarge their penis. You apply the mutuba seed oil along the whole length of your penis once every day before you sleep. This is a seed traditionally used in Africa to increase penis size, stop early ejaculation and improve manhood, weak erection. It comes with the mutuba seed oil which you apply on your penis before you plant the seed, as the seed grows so does your penis. The seed starts to grow in 4 days and once you get the penis size you want you remove the plant from the ground and your penis will remain like that permanently.one year unconditional guarantee since 1970 we’ve stood behind our one year unconditional guarantee: To get the product adjust the mechanism of the men, so that men restore the normal mechanism. Men’s penis, impotence, premature ejaculation, sexual dysfunction, low libido, slow growth itself leads to poor development of the penis, weak erection, ejaculation, weak intensity have good regulation. MUTUBA SEED OIL BENEFITS | FAST ACTING MALE ENHANCEMENT PILLS | MALE PILLS In severe cases men can ejaculate as soon as they enter the vagina, or even before. Premature ejaculation can be the cause of depression in men and an unsatisfactory life can be the downfall of the strongest relationship. If you are looking for an herbal sexual enhancer to boost your performance to levels that you have never experienced before… It makes perfect sense to get the best and 100%natural strong one Supercharge will help you to perform when you need to. These are formulated to give you harder, stronger and more frequent erections and will supercharge your sexual libido. This is how I Finally Cured My Premature Ejaculation And Small Manhood Problems Permanently Without Any Side Effects Within 72hrs. One of the most vital areas that african herbs for male enhancement is quite helpful to the male folks is solving Erectile Dysfunction. Erectile dysfunction is one condition every man dreads; however, a lot of men have found themselves in this unpalatable situation because of factors beyond their control. In the bid to reverse this condition, many men have resorted to medications that even do more harm than good. Fortunately, you do not need to go that route because natural herbs for male enhancement could really be the solution you have been looking for. MUTUBA SEED OIL BENEFITS | FAST ACTING MALE ENHANCEMENT PILLS | MALE PILLS Studies suggest that natural herbs for male enhancement boost libido and performance in men, it may also help increase sperm count, thereby playing a major role in boosting fertility in men. Stress is one of the factors that cause low drive, but the vitamins, minerals and amino acids in vitolize help to reduce stress, thereby increasing libido and fertility level. male enhancement pills south africa are also proven to help improve prostate health; one study suggests that it may even be helpful in the treatment of advanced prostate cancer. Natural male enhancement herbs have also shown to reduce prostate swelling due to its abundant anti-inflammatory effects. Inflammation is one of the things that cause the prostate glands to swell, so what pollen does is to reduce the inflammation and the swelling will basically go down.",mutuba-seed-oil-benefits;where to buy mutuba seed;mutuba seed wikipedia;mutuba seed review;mutuba seed oil review;mutuba seed oil price;natural male enhancement herbs;what are the side effects of taking male enhancement pills?;what is the most effective male enhancement pill;best male enhancement pills 2020;male enhancement pills over the counter;male enhancement pills south africa;natural herbs for male enhancement;male enhancement;male enhancement pills,Howto & Style,31,hd,FALSE,NA,zu,NA,NA,NA,597,4,0,0,no,yes,yes,no,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
190,321,UCBlX1mnsIFZRqsyRNvpW_rA,Zandile Mhlambi,gf2YNN6dsGg,https://www.youtube.com/watch?v=gf2YNN6dsGg,2020-09-07T18:50:42Z,2020-09-07 18:50:42,2020,9,7,Clicks and Tresemme being hairy Part2 | EFF political approach | ZeeyMakeup Beauty |🇿🇦,"HEY LOVELY SWEETS🤎 LOOK DOWN HERE 👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿 Hey guys if you new welcome , if you ain’t welcome . I hope you enjoy(ed) and learned something on this video and even if you didn’t please 👍🏿 any way. 🤤New videos every-week🤤. SUBSCRIBER AND COMMENT ON WHAT YOU WOULD LIKE TO SEE NEXT!!! This is my view in the whole clicks ,Tresemme advert and EFF issue. apologies ain’t enough and I don’t condone any racism act done by clicks, Tresemme and Unilever. EFF is condoning violence , and breaking of laws is really disappointing and sad. The people who are mostly going to be affected are the entry level employees . I am refraining on buying my hair care this year from clicks and I won’t be buying any tresemme products ever This marketing stunt is done by most brands , as they know negative press creates more sales. ___________________________________________ 📱We can interact on other socials📱 IG @zeeymhlambi Twitter @mhlambizandile Facebook @zandile.mhlambi.9 ___________________________________________ Hey sweets it’s Zeey , I am a student who loves makeup, hair and who is in the journey of self growth. This community sweets is about learning and growing together through life changes. If you wanna learn how to fleek those brows, or learn how to keep that natural hair sleek down or you wanna grow together through education,relationships this channel is we’re you belong. Please sweets like the videos, comment on your thoughts , what you would like to see and hit the subscribe button then the bell button to keep updated on new content ___________________________________________ Disclaimer : the music is not mine, nether do I own the rights they belong to artist and production team. ___________________________________________ ::::::::::::FAQ:::::::::::: Name: Zandile (Zeey) Birthday :19 October Zodiac sign:Libra Camera 🎥: IPhone 6s Editing software :InShot Nationality: South African Ethnicity: Black/African ___________________________________________ I appreciate revery single view ,like ,comment,share and subscriber! I read about respond to every single comment . Your feedback is always welcomed and valued",clicks;tresemme;tresseme;eff;eff political stunt;eff vandalising;eff closing stores;stores;closing store;clicks racism;uniliever;racism;black lives;black lives matter;hair;black hair is beautiful;black hair is normal;normal;natural hair community;clicks controversial hair ad;hair advert;clicks racist advert;clicks hair advert;tresemme clicks;clicks advert;tresemme clicks advert,News & Politics,733,sd,FALSE,NA,NA,https://i.ytimg.com/vi/gf2YNN6dsGg/maxresdefault.jpg,NA,NA,213,6,0,2,yes,yes,yes,yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
214,762,UClY87IoUANFZtswyC9GeecQ,Beauty recipes,AGJmRd4XqEE,https://www.youtube.com/watch?v=AGJmRd4XqEE,2022-11-26T09:08:54Z,2022-11-26 9:08:54,2022,11,26,Apply Vaseline & Turmeric on Face to Remove DARK SPOTS in 3 Days - Best Collagen Cream for Wrinkles,"Super Amazing Vaseline beauty Hacks Every Girl / Women Should Know | Vaseline Beauty Hacks Best Face Packs & Masks for Glowing Skin in India : All Skin Types Clear Skin face pack, glowing skin face pack, skin tightening face pack, remove wrinkles with face pack, face pack to remove dark spots, face pack to remove pimples, acne face pack, skin brightening face pack, overnight face pack, glass skin face pack. Green tea face pack, almond face pack, papaya face pack, multani mitti face pack, turmeric face pack, besan face pack, aloevera face pack, oats face pack. Like us on Facebook https://www.facebook.com/Beauty-Recip... follow us on Instagram https://www.instagram.com/beauty.reci... Welcome to Beauty Recipes. We provide you home remedies for health, skin, hair and all beauty problems. Disclaimer : These contents or videos are only intended for informational purpose.Any information associated with these videos should not be considered as a substitute for prescription suggested by beauty, diet and health care professionals.Viewers are subjected to use these information on their own risk.This channel doesn’t take any responsibility for any harm, side-effects, illness or any health or skin care problems caused due to the use of our content or anything related to this. Please always remember, products that work for me, may not work for you, always try & either get a sample or test them out before buying if you are unsure. If not, you don't have to use the exact same products as me, you can always use similar products or your favorites instead.",vaseline for face;vaseline for skin;vaseline night cream;vaseline for dark spots;petroleum jelly hacks,Howto & Style,70,hd,TRUE,NA,en,https://i.ytimg.com/vi/AGJmRd4XqEE/maxresdefault.jpg,1,NA,263208,1968,0,71,no,no,yes,no,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
263,952,UCYeHXDmIJDiF1DVQM0qfNWQ,Mama Shirat,19uG9pR-UEE,https://www.youtube.com/watch?v=19uG9pR-UEE,2022-07-25T09:43:48Z,2022-07-25 9:43:48,2022,7,25,"Best skin whitening tube cream| Lemonvate cream,skin balance cream",NA,NA,Howto & Style,154,hd,FALSE,NA,en-US,https://i.ytimg.com/vi/19uG9pR-UEE/maxresdefault.jpg,1,NA,41626,320,0,64,yes,no,yes,no,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
30,785,UC8yH-uI81UUtEMDsowQyx1g,SABC News,PNom9RIla7o,https://www.youtube.com/watch?v=PNom9RIla7o,2020-09-10T10:43:28Z,2020-09-10 10:43:28,2020,9,10,Clicks advert row | EFF and Clicks management meet over racist advert,"The EFF is meeting with a delegation from Clicks and British consumer goods company Unilever. They'll discuss the controversial hair advert that saw the red berets protest and close down Clicks stores this week. For more on the meeting between the EFF and Clicks management we now cross live to our reporter Natasha Phiri in Braamfontein. For more news, visit sabcnews.com and also #SABCNews, #Coronavirus, #COVID19, #COVID-19News on Social Media.",sabc news;actuality;world news;local news;coronavirus;covid-19;covid-19 lockdown;covid-19 news;eff;clicks;braamfontein,News & Politics,442,hd,FALSE,NA,en,https://i.ytimg.com/vi/PNom9RIla7o/maxresdefault.jpg,1,NA,22079,125,0,105,yes,yes,yes,yes,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
63,418,UC8yH-uI81UUtEMDsowQyx1g,SABC News,EZDazXhf-Pk,https://www.youtube.com/watch?v=EZDazXhf-Pk,2020-09-07T10:27:37Z,2020-09-07 10:27:37,2020,9,7,EFF vows to intensify protest at Clicks stores: Julius Malema,"EFF leader Julius Malema outlined their demands for Clicks Pharmacy stores, saying corrective steps need to be taken. For more news, visit sabcnews.com and also #SABCNews, #Coronavirus, #COVID19, #COVID-19News on Social Media.",sabc news;actuality;world news;local news;coronavirus;covid-19;covid-19 lockdown;covid-19 news;economic freedom fighters;julius malema,News & Politics,35,hd,FALSE,NA,en,https://i.ytimg.com/vi/EZDazXhf-Pk/maxresdefault.jpg,1,NA,3339,18,0,7,yes,yes,yes,yes,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65,486,UC8yH-uI81UUtEMDsowQyx1g,SABC News,9ewtc8eUY7k,https://www.youtube.com/watch?v=9ewtc8eUY7k,2020-09-07T11:45:24Z,2020-09-07 11:45:24,2020,9,7,EFF vs Clicks | At least 3 Clicks stores vandalised: Musa Novela,"At least 3 Clicks stores have been petrol-bombed or damaged in Emalahleni in Mpumalanga, Alberton in Johannesburg and in Polokwane in Limpopo, following EFF's call to intensify its campaign against Clicks stores across the country due to a controversial online advertisement. The EFF has distanced itself from the attacks on the stores. SABC's reporter Natasha Phiri speaks to EFF's Musa Novela in Sandton. For more news, visit sabcnews.com and also #SABCNews, #Coronavirus, #COVID19, #COVID-19News on Social Media.",sabc news;actuality;world news;local news;coronavirus;covid-19;covid-19 lockdown;covid-19 news;clicks;sandton,News & Politics,439,hd,FALSE,NA,en,https://i.ytimg.com/vi/9ewtc8eUY7k/maxresdefault.jpg,1,NA,20674,122,0,100,yes,yes,yes,yes,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,944,UCI3RT5PGmdi1KVp9FG_CneA,eNCA,li3_91gCQHc,https://www.youtube.com/watch?v=li3_91gCQHc,2020-09-09T04:30:37Z,2020-09-09 4:30:37,2020,9,9,Expose the executives behind the Clicks ad,No comment...for the racist hair advert that's landed Clicks in trouble. Calls to the manufacturer of Tresemme hair products have gone unanswered. Clicks says the executives and agency responsible for the ad should be named. Courtesy #DStv403,NA,News & Politics,76,hd,FALSE,en,en,https://i.ytimg.com/vi/li3_91gCQHc/maxresdefault.jpg,1,NA,6745,10,0,NA,yes,yes,yes,no,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,269,UCI3RT5PGmdi1KVp9FG_CneA,eNCA,kvQRfnD1h64,https://www.youtube.com/watch?v=kvQRfnD1h64,2020-09-10T10:54:39Z,2020-09-10 10:54:39,2020,9,10,Clicks' TRESemmé ad sparks debates around black hair,"The Clicks' TRESemmé ad campaign has brought up hair politics that black women battle every day. That's the view of Socioligy lecturer, Nombuso Shange. Courtesy #DStv403",NA,News & Politics,703,hd,FALSE,NA,NA,https://i.ytimg.com/vi/kvQRfnD1h64/maxresdefault.jpg,1,NA,6087,47,0,0,yes,yes,yes,no,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,518,UCI3RT5PGmdi1KVp9FG_CneA,eNCA,3BkmO0M56lA,https://www.youtube.com/watch?v=3BkmO0M56lA,2020-09-08T06:54:04Z,2020-09-08 6:54:04,2020,9,8,Clicks controversial ad caused outrage,"The controversial Clicks advert has raised so many issues that haven't been properly tackled. And when it comes to hair - its both political and emotional . Clicks has suspended two employees over the campaign that prejudiced black women's hair But there's also much to celebrate when it comes to this, hair and beauty specialist Sonto Pooe joins us. Courtesy #DStv403",NA,News & Politics,381,hd,FALSE,NA,NA,https://i.ytimg.com/vi/3BkmO0M56lA/maxresdefault.jpg,1,NA,11359,84,0,0,yes,yes,yes,no,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7,417,UCI3RT5PGmdi1KVp9FG_CneA,eNCA,hZBwMrCCp4A,https://www.youtube.com/watch?v=hZBwMrCCp4A,2020-09-08T16:49:28Z,2020-09-08 16:49:28,2020,9,8,Part 1 | Clicks natural hair campaign labelled 'racist',"Beauty and health retailer, Clicks received backslash for degrading natural black hair, with the Economic Freedom Fighters protesting and calling for the closure of clicks stores nationwide. Courtesy #DStv403",NA,News & Politics,715,hd,FALSE,en,en,https://i.ytimg.com/vi/hZBwMrCCp4A/maxresdefault.jpg,1,NA,34911,299,0,NA,yes,yes,yes,no,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,380,UC8yH-uI81UUtEMDsowQyx1g,SABC News,naLVyfMrFGs,https://www.youtube.com/watch?v=naLVyfMrFGs,2020-09-05T12:42:34Z,2020-09-05 12:42:34,2020,9,5,"Native Hair founder Sonto Pooe reacts to Clicks' Ad depicting black hair as 'dry, damaged'","The EFF has condemned an online advertisement by health and lifestyle retailer Clicks, as a regression to the apartheid era that discriminated against black people as abnormal. On Friday Clicks caused social media outrage after images of a black woman's hair was labelled ""dry and damaged"" while the image of the hair of a white woman was labelled as ' fine and flat. Now to further this discussion we are joined via Zoom by the founder of Native Hair, Sonto Pooe. For more news, visit sabcnews.com and also #SABCNews, #Coronavirus, #COVID19, #COVID-19News on Social Media.",sabc news;actuality;world news;local news;coronavirus;covid-19;covid-19 lockdown;covid-19 news,News & Politics,455,hd,FALSE,NA,NA,https://i.ytimg.com/vi/naLVyfMrFGs/maxresdefault.jpg,1,NA,19715,68,0,132,yes,yes,yes,no,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13,679,UCI3RT5PGmdi1KVp9FG_CneA,eNCA,qvd3C1ZAAmQ,https://www.youtube.com/watch?v=qvd3C1ZAAmQ,2020-09-08T16:57:47Z,2020-09-08 16:57:47,2020,9,8,Part 2 | Clicks natural hair campaign labelled 'racist',"Beauty and health retailer, Clicks received backslash for degrading natural black hair, with the Economic Freedom Fighters protesting and calling for the closure of clicks stores nationwide. Courtesy #DStv403",NA,News & Politics,1085,hd,FALSE,en,en,https://i.ytimg.com/vi/qvd3C1ZAAmQ/maxresdefault.jpg,1,NA,103706,709,0,NA,yes,yes,yes,no,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,500,UC8yH-uI81UUtEMDsowQyx1g,SABC News,pO8dkGtjxQc,https://www.youtube.com/watch?v=pO8dkGtjxQc,2020-09-07T05:01:26Z,2020-09-07 5:01:26,2020,9,7,EFF threatens to shutdown Clicks stores over racist advert,"The Economic Freedom Fighters will today follow up on its threat to punish health and lifestyle company Clicks. The EFF says it will shut down a number of Clicks stores across the country for five days following a recent advert which compared black natural hair unfavourably to white hair. For more news, visit sabcnews.com and also #SABCNews, #Coronavirus, #COVID19, #COVID-19News on Social Media.",sabc news;actuality;world news;local news;coronavirus;covid-19;covid-19 lockdown;covid-19 news;economic freedom fighters;clicks,News & Politics,40,hd,FALSE,NA,en,https://i.ytimg.com/vi/pO8dkGtjxQc/maxresdefault.jpg,1,NA,14485,52,0,19,yes,yes,yes,yes,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16,494,UCI3RT5PGmdi1KVp9FG_CneA,eNCA,3EtH4eDceFY,https://www.youtube.com/watch?v=3EtH4eDceFY,2020-09-10T09:11:44Z,2020-09-10 9:11:44,2020,9,10,Unpacking hair advert saga | Part two,"We're discussing the approval process of adverts especially those with racial undertones and how the message is relayed without being offensive. This follows the controversial hair advert from health and beauty retailer Clicks. Clicks and Tressemme hair products are under fire for the advert that labelled black hair as dry and damaged CEO of Ditshego Media Public Relations Agency Tebogo Ditshego ,Brand and advertising commentator Andy Rice, Advertising Regulatory Board CEO Gail Schimmel and Independent Marketing and Advertising consultant Tumi Rabanye joins us now to delve into racist stereotypes in ad campaigns. Courtesy #DStv403",NA,News & Politics,1006,hd,FALSE,en,en,https://i.ytimg.com/vi/3EtH4eDceFY/maxresdefault.jpg,1,NA,1681,17,0,NA,yes,yes,yes,no,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,647,UC8yH-uI81UUtEMDsowQyx1g,SABC News,rRg8J3lqaPc,https://www.youtube.com/watch?v=rRg8J3lqaPc,2020-09-08T04:44:23Z,2020-09-08 4:44:23,2020,9,8,Government calls for calm after anti-Clicks protests,"Government has called for calm following Monday's anti-Clicks protests. It says while it's noted the public's outrage over the Clicks hair advert, engaging in lawless behaviour is not the way to resolve conflict. Meanwhile, the EFF maintains it did not commission the destruction of property. For more news, visit sabcnews.com and also #SABCNews, #Coronavirus, #COVID19, #COVID-19News on Social Media.",sabc news;actuality;world news;local news;coronavirus;covid-19;covid-19 lockdown;covid-19 news;clicks;economic freedom fighters,News & Politics,121,hd,FALSE,NA,en,https://i.ytimg.com/vi/rRg8J3lqaPc/maxresdefault.jpg,NA,NA,2329,18,0,7,yes,yes,yes,no,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24,886,UCI3RT5PGmdi1KVp9FG_CneA,eNCA,vaSOdyC3iNk,https://www.youtube.com/watch?v=vaSOdyC3iNk,2020-09-04T11:32:18Z,2020-09-04 11:32:18,2020,9,4,Clicks in hot water,"Health and beauty retailer, Clicks, is in hot water. over images on its website. Many believe they show prejudice against natural black hair. Courtesy #DStv403",NA,News & Politics,206,hd,FALSE,en,en,https://i.ytimg.com/vi/vaSOdyC3iNk/maxresdefault.jpg,1,NA,108013,115,0,NA,yes,yes,yes,no,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36,663,UC8yH-uI81UUtEMDsowQyx1g,SABC News,TLAxmusluVw,https://www.youtube.com/watch?v=TLAxmusluVw,2020-09-07T07:45:20Z,2020-09-07 7:45:20,2020,9,7,EFF takes on Clicks over racist advert in Sandton City Mall: Natasha Phiri,"EFF Deputy President Floyd Shivambu will be at the Clicks store at the Sandton City Mall as part of the party's campaign to shut down Clicks stores due to the advert. Our reporter Natasha Phiri is there. For more news, visit sabcnews.com and also #SABCNews, #Coronavirus, #COVID19, #COVID-19News on Social Media.",sabc news;actuality;world news;local news;coronavirus;covid-19;covid-19 lockdown;covid-19 news;economic freedom fighters;clicks;floyd shivambu;sandton city mall,News & Politics,272,hd,FALSE,NA,en,https://i.ytimg.com/vi/TLAxmusluVw/maxresdefault.jpg,1,NA,25313,133,0,131,yes,yes,yes,yes,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
66,541,UC8yH-uI81UUtEMDsowQyx1g,SABC News,P82g09FOSQ0,https://www.youtube.com/watch?v=P82g09FOSQ0,2020-09-07T07:48:19Z,2020-09-07 7:48:19,2020,9,7,EFF takes on Clicks over racist advert in Mahikeng: Bafedile Moerane,"Let us now take you to Mahikeng where our reporter Bafedile Moerane is monitoring EFF protests at three Clicks stores. For more let's cross to our reporter Bafedile Moerane. For more news, visit sabcnews.com and also #SABCNews, #Coronavirus, #COVID19, #COVID-19News on Social Media.",sabc news;actuality;world news;local news;coronavirus;covid-19;covid-19 lockdown;covid-19 news;mahikeng;north west;clicks;economic freedom fighters,News & Politics,280,hd,FALSE,NA,en,https://i.ytimg.com/vi/P82g09FOSQ0/maxresdefault.jpg,1,NA,11466,55,0,28,yes,yes,yes,yes,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
